,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
49053,GO_FIRST,G8-329,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,32,2339
49054,Indigo,6E-5006,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,32,2339
49055,AirAsia,I5-767,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,32,2339
49056,Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,32,2339
49057,GO_FIRST,G8-339,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,32,2339
49058,GO_FIRST,G8-341,Mumbai,Night,zero,Night,Delhi,Economy,2.17,32,2339
49059,GO_FIRST,G8-345,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,32,2339
49060,Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,32,2339
49061,SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,32,2339
49062,GO_FIRST,G8-319,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,32,2339
49063,SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,32,2339
49064,GO_FIRST,G8-321,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.25,32,2339
49065,GO_FIRST,G8-391,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.25,32,2339
49066,GO_FIRST,G8-322,Mumbai,Night,zero,Night,Delhi,Economy,2.25,32,2339
49067,GO_FIRST,G8-2508,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,32,2339
49068,SpiceJet,SG-8158,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,32,2339
49069,AirAsia,I5-631,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,32,2336
49070,AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6,32,2336
49071,AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,32,2336
49072,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,32,2336
