,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
47853,Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Economy,10.83,26,4106
47854,Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Economy,14.17,26,4106
47855,Air_India,AI-615,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,8.08,26,4239
47856,Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,26,4239
47857,Vistara,UK-655,Mumbai,Morning,one,Evening,Delhi,Economy,5.25,26,4769
47858,Vistara,UK-823,Mumbai,Evening,one,Night,Delhi,Economy,6.08,26,4810
47859,Vistara,UK-821,Mumbai,Early_Morning,one,Night,Delhi,Economy,17.17,26,4810
47860,Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,15.25,26,4484
47861,Vistara,UK-621,Mumbai,Afternoon,one,Evening,Delhi,Economy,27.5,26,4894
47862,Vistara,UK-821,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,26,4909
47863,Vistara,UK-827,Mumbai,Night,one,Morning,Delhi,Economy,12.75,26,4909
47864,Vistara,UK-823,Mumbai,Evening,one,Morning,Delhi,Economy,15.92,26,4909
47865,Vistara,UK-827,Mumbai,Night,one,Afternoon,Delhi,Economy,16.5,26,4909
47866,Vistara,UK-823,Mumbai,Evening,one,Afternoon,Delhi,Economy,19.67,26,4909
47867,Vistara,UK-825,Mumbai,Morning,one,Night,Delhi,Economy,14.17,26,4930
47868,Vistara,UK-821,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.17,26,4948
47869,Vistara,UK-825,Mumbai,Morning,one,Morning,Delhi,Economy,24,26,5028
47870,Vistara,UK-825,Mumbai,Morning,one,Evening,Delhi,Economy,10.17,26,5067
47871,Air_India,AI-671,Mumbai,Morning,one,Morning,Delhi,Economy,23.83,26,4841
47872,Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.92,26,5232
47873,Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.33,26,5232
47874,Vistara,UK-877,Mumbai,Morning,one,Evening,Delhi,Economy,9.17,26,5232
47875,Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,9.33,26,5232
47876,Vistara,UK-877,Mumbai,Morning,one,Night,Delhi,Economy,12.08,26,5232
47877,Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.58,26,5232
47878,Vistara,UK-875,Mumbai,Evening,one,Morning,Delhi,Economy,13.67,26,5232
47879,Vistara,UK-873,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.5,26,5232
47880,Vistara,UK-875,Mumbai,Evening,one,Afternoon,Delhi,Economy,20.33,26,5232
47881,GO_FIRST,G8-306,Mumbai,Morning,one,Evening,Delhi,Economy,9.33,26,4979
47882,Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,11.92,26,5014
47883,GO_FIRST,G8-349,Mumbai,Morning,one,Evening,Delhi,Economy,7.5,26,5187
47884,Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,13.42,26,5219
47885,Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,Economy,27.5,26,5229
47886,Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Economy,12.33,26,5269
47887,Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Economy,15.08,26,5269
47888,Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Economy,16,26,5269
47889,Air_India,AI-675,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.83,26,5269
47890,Air_India,AI-774,Mumbai,Night,one,Night,Delhi,Economy,24,26,5269
47891,Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,5.33,26,5345
47892,Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28,26,5495
47893,Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.67,26,5513
47894,Air_India,AI-685,Mumbai,Early_Morning,one,Late_Night,Delhi,Economy,22.58,26,5513
47895,GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.08,26,5569
47896,GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,7,26,5569
47897,GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Delhi,Economy,8,26,5569
47898,GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Delhi,Economy,9.5,26,5569
47899,GO_FIRST,G8-387,Mumbai,Evening,one,Night,Delhi,Economy,5.58,26,5618
47900,GO_FIRST,G8-387,Mumbai,Evening,one,Night,Delhi,Economy,5.67,26,5618
47901,Air_India,AI-675,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,26,5690
47902,Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Delhi,Economy,10.08,26,5690
47903,Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.83,26,5690
47904,Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,10.83,26,5749
47905,Vistara,UK-863,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.08,26,6122
47906,Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,Economy,5.58,26,6122
47907,Vistara,UK-851,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,5.67,26,6122
47908,Vistara,UK-849,Mumbai,Evening,one,Night,Delhi,Economy,6.25,26,6122
47909,Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,Economy,6.42,26,6122
47910,Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.67,26,6122
47911,Vistara,UK-851,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,7.17,26,6122
47912,Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,Economy,7.75,26,6122
47913,Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,8.17,26,6122
47914,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,11.42,26,6122
47915,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,12.5,26,6122
47916,Vistara,UK-857,Mumbai,Night,one,Morning,Delhi,Economy,12.67,26,6122
47917,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,13.33,26,6122
47918,Vistara,UK-851,Mumbai,Early_Morning,one,Night,Delhi,Economy,13.5,26,6122
47919,Vistara,UK-857,Mumbai,Night,one,Morning,Delhi,Economy,13.67,26,6122
47920,Vistara,UK-845,Mumbai,Early_Morning,one,Night,Delhi,Economy,14.5,26,6122
47921,GO_FIRST,G8-382,Mumbai,Afternoon,one,Night,Delhi,Economy,5,26,5805
47922,GO_FIRST,G8-371,Mumbai,Evening,one,Late_Night,Delhi,Economy,9.83,26,5805
47923,GO_FIRST,G8-382,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.83,26,5805
47924,Air_India,AI-663,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,26,5828
47925,Air_India,AI-673,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,26,5915
47926,Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Economy,13,26,5915
47927,GO_FIRST,G8-7546,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,26,5942
47928,GO_FIRST,G8-287,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,26,5942
47929,GO_FIRST,G8-2502,Mumbai,Afternoon,two_or_more,Night,Delhi,Economy,7.42,26,5942
47930,GO_FIRST,G8-7545,Mumbai,Afternoon,two_or_more,Night,Delhi,Economy,9.33,26,5942
47931,GO_FIRST,G8-287,Mumbai,Morning,one,Night,Delhi,Economy,9.67,26,5942
47932,GO_FIRST,G8-383,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.25,26,5942
47933,GO_FIRST,G8-325,Mumbai,Night,one,Morning,Delhi,Economy,11.33,26,5942
47934,Air_India,AI-607,Mumbai,Evening,one,Night,Delhi,Economy,7.17,26,6169
47935,Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,26,6169
