,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
195714,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Bangalore,Economy,19.33,26,4536
195715,Vistara,UK-826,Chennai,Afternoon,one,Morning,Bangalore,Economy,20.33,26,4536
195716,Vistara,UK-826,Chennai,Afternoon,one,Morning,Bangalore,Economy,22.25,26,4536
195717,Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Bangalore,Economy,24.83,26,4536
195718,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Bangalore,Economy,25.83,26,4536
195719,Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Economy,8,26,4656
195720,Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Economy,9.5,26,4656
195721,Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Economy,11.17,26,4656
195722,Vistara,UK-824,Chennai,Night,one,Early_Morning,Bangalore,Economy,11.33,26,4656
195723,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Economy,12.33,26,4656
195724,Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Economy,13.08,26,4656
195725,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Economy,14.25,26,4656
195726,Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Economy,21.25,26,4656
195727,Vistara,UK-822,Chennai,Morning,one,Early_Morning,Bangalore,Economy,22.08,26,4656
195728,Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Economy,22.75,26,4656
195729,Vistara,UK-822,Chennai,Morning,one,Morning,Bangalore,Economy,23.08,26,4656
195730,Vistara,UK-824,Chennai,Night,one,Night,Bangalore,Economy,24.42,26,4656
195731,Vistara,UK-822,Chennai,Morning,one,Morning,Bangalore,Economy,25,26,4656
195732,Vistara,UK-824,Chennai,Night,one,Night,Bangalore,Economy,26.33,26,4656
195733,GO_FIRST,G8-451,Chennai,Night,one,Late_Night,Bangalore,Economy,3.83,26,4445
195734,GO_FIRST,G8-304,Chennai,Afternoon,one,Evening,Bangalore,Economy,5.92,26,4612
195735,GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Bangalore,Economy,9,26,4612
195736,GO_FIRST,G8-302,Chennai,Early_Morning,one,Afternoon,Bangalore,Economy,9.17,26,4612
195737,GO_FIRST,G8-304,Chennai,Afternoon,one,Late_Night,Bangalore,Economy,10.83,26,4612
195738,GO_FIRST,G8-302,Chennai,Early_Morning,one,Evening,Bangalore,Economy,11.17,26,4612
195739,GO_FIRST,G8-302,Chennai,Early_Morning,one,Evening,Bangalore,Economy,14.67,26,4612
195740,Vistara,UK-836,Chennai,Morning,two_or_more,Evening,Bangalore,Economy,8.75,26,5294
195741,Air_India,AI-9894,Chennai,Morning,one,Afternoon,Bangalore,Economy,5.83,26,5715
195742,Air_India,AI-9894,Chennai,Morning,one,Night,Bangalore,Economy,13.75,26,5726
195743,Vistara,UK-836,Chennai,Morning,two_or_more,Evening,Bangalore,Economy,8.5,26,6089
195744,Vistara,UK-836,Chennai,Morning,two_or_more,Night,Bangalore,Economy,10.17,26,6089
195745,Vistara,UK-832,Chennai,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.83,26,6089
195746,Air_India,AI-538,Chennai,Night,one,Morning,Bangalore,Economy,12.58,26,5888
195747,Air_India,AI-539,Chennai,Evening,one,Morning,Bangalore,Economy,15.92,26,5888
195748,Air_India,AI-538,Chennai,Night,one,Evening,Bangalore,Economy,19.92,26,5888
195749,Air_India,AI-430,Chennai,Morning,one,Morning,Bangalore,Economy,23,26,5888
195750,Air_India,AI-539,Chennai,Evening,one,Evening,Bangalore,Economy,23.25,26,5888
195751,Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Economy,11.58,26,6339
195752,Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Economy,13.75,26,6339
