,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
297453,Air_India,AI-672,Chennai,Afternoon,one,Night,Kolkata,Business,8.75,36,54481
297454,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Business,7.08,36,54896
297455,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Business,7.42,36,54896
297456,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Business,9.83,36,54896
297457,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Business,10.17,36,54896
297458,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Business,12.92,36,54896
297459,Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Business,13.17,36,54896
297460,Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Business,20.33,36,54896
297461,Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,Business,21.17,36,54896
297462,Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Business,23.42,36,54896
297463,Vistara,UK-822,Chennai,Morning,one,Morning,Kolkata,Business,23.92,36,54896
297464,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Kolkata,Business,26.67,36,54896
297465,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Business,28.33,36,54896
297466,Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Business,7.33,36,55377
297467,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Business,11.17,36,55377
297468,Vistara,UK-836,Chennai,Morning,one,Night,Kolkata,Business,12,36,55377
297469,Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Business,12.5,36,55377
297470,Vistara,UK-832,Chennai,Early_Morning,one,Night,Kolkata,Business,15.83,36,55377
297471,Vistara,UK-834,Chennai,Evening,one,Morning,Kolkata,Business,16.42,36,55377
297472,Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Business,21,36,55377
297473,Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,Business,22.83,36,55377
297474,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Business,24.92,36,55377
297475,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Kolkata,Business,8.33,36,55377
297476,Air_India,AI-430,Chennai,Morning,one,Evening,Kolkata,Business,9.25,36,55377
297477,Air_India,AI-430,Chennai,Morning,one,Night,Kolkata,Business,12.42,36,55377
297478,Air_India,AI-538,Chennai,Night,one,Morning,Kolkata,Business,12.67,36,55377
297479,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Kolkata,Business,13,36,55377
297480,Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Business,16.17,36,55377
297481,Air_India,AI-538,Chennai,Night,one,Afternoon,Kolkata,Business,18.17,36,55377
297482,Air_India,AI-538,Chennai,Night,one,Evening,Kolkata,Business,22.83,36,55377
297483,Air_India,AI-430,Chennai,Morning,one,Morning,Kolkata,Business,23.08,36,55377
297484,Air_India,AI-538,Chennai,Night,one,Night,Kolkata,Business,26,36,55377
297485,Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Business,11.5,36,56273
297486,Vistara,UK-834,Chennai,Evening,one,Morning,Kolkata,Business,15.42,36,56273
297487,Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,Business,21.83,36,56273
297488,Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Business,8.83,36,57057
297489,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Business,12.67,36,57057
297490,Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Business,22.5,36,57057
297491,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Business,26.42,36,57057
297492,Air_India,AI-539,Chennai,Evening,one,Morning,Kolkata,Business,16,36,67473
297493,Air_India,AI-539,Chennai,Evening,one,Afternoon,Kolkata,Business,21.5,36,67473
297494,Air_India,AI-539,Chennai,Evening,one,Evening,Kolkata,Business,26.17,36,67473
297495,Air_India,AI-766,Chennai,Morning,zero,Afternoon,Kolkata,Business,2.58,37,20000
297496,Air_India,AI-672,Chennai,Evening,one,Night,Kolkata,Business,7.58,37,54481
297497,Air_India,AI-569,Chennai,Early_Morning,one,Night,Kolkata,Business,17.33,37,54481
297498,Air_India,AI-672,Chennai,Evening,one,Afternoon,Kolkata,Business,20.08,37,54481
297499,Air_India,AI-569,Chennai,Early_Morning,one,Afternoon,Kolkata,Business,29.83,37,54481
297500,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Business,7.08,37,54896
297501,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Business,7.42,37,54896
297502,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Business,9.83,37,54896
297503,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Business,10.17,37,54896
297504,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Business,12.92,37,54896
297505,Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Business,13.17,37,54896
297506,Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Business,20.33,37,54896
297507,Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,Business,21.17,37,54896
297508,Vistara,UK-822,Chennai,Morning,one,Morning,Kolkata,Business,23.92,37,54896
297509,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Kolkata,Business,26.67,37,54896
297510,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Business,28.33,37,54896
