,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
90153,Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,Economy,8.33,31,5407
90154,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Economy,12,31,5421
90155,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Economy,13.75,31,5421
90156,Vistara,UK-864,Bangalore,Evening,one,Morning,Delhi,Economy,14.67,31,5421
90157,Air_India,AI-738,Bangalore,Morning,one,Night,Delhi,Economy,12.08,31,5135
90158,Air_India,AI-565,Bangalore,Afternoon,one,Night,Delhi,Economy,7.75,31,5163
90159,Air_India,AI-565,Bangalore,Afternoon,one,Morning,Delhi,Economy,20.42,31,5163
90160,Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Delhi,Economy,9.75,31,5212
90161,Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,8.83,31,5333
90162,Indigo,6E-415,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.67,31,5350
90163,Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,6.83,31,5350
90164,Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,Economy,5,31,5706
90165,GO_FIRST,G8-808,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.42,31,5458
90166,AirAsia,I5-410,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,7.58,31,5485
90167,AirAsia,I5-1780,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,9.75,31,5485
90168,Air_India,AI-9505,Bangalore,Morning,one,Night,Delhi,Economy,12.17,31,5568
90169,Air_India,AI-9505,Bangalore,Morning,one,Night,Delhi,Economy,14.58,31,5568
90170,GO_FIRST,G8-2231,Bangalore,Afternoon,one,Night,Delhi,Economy,7.08,31,6022
90171,Air_India,AI-9547,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.67,31,6072
90172,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,31,6423
