,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
185653,Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,17.58,37,6466
185654,Indigo,6E-515,Chennai,Morning,one,Evening,Delhi,Economy,7.67,37,6759
185655,Indigo,6E-613,Chennai,Evening,zero,Night,Delhi,Economy,2.75,37,6866
185656,SpiceJet,SG-520,Chennai,Afternoon,one,Night,Delhi,Economy,7,37,6956
185657,Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Economy,23.33,37,7639
185658,Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,31.33,37,7639
185659,Air_India,AI-671,Chennai,Morning,one,Evening,Delhi,Economy,5.67,37,7291
185660,Air_India,AI-429,Chennai,Afternoon,one,Evening,Delhi,Economy,27.83,37,7563
185661,Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Economy,20,37,8137
185662,Vistara,UK-834,Chennai,Evening,zero,Evening,Delhi,Economy,2.75,37,8193
185663,Vistara,UK-838,Chennai,Night,zero,Night,Delhi,Economy,2.83,37,8193
185664,Air_India,AI-569,Chennai,Early_Morning,one,Evening,Delhi,Economy,33.92,37,8072
185665,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,8.67,37,8549
185666,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,9.33,37,8578
185667,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,9.08,37,8803
185668,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,9.92,37,8803
185669,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,11.25,37,8803
185670,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,11.83,37,8803
185671,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,12.67,37,8803
185672,Air_India,AI-672,Chennai,Evening,one,Night,Delhi,Economy,31.83,37,8492
185673,Indigo,6E-6215,Chennai,Evening,one,Night,Delhi,Economy,5.25,37,8638
185674,Indigo,6E-562,Chennai,Evening,one,Night,Delhi,Economy,6.67,37,8638
185675,Indigo,6E-6006,Chennai,Afternoon,one,Night,Delhi,Economy,8,37,8638
185676,SpiceJet,SG-329,Chennai,Afternoon,one,Evening,Delhi,Economy,26.42,37,8768
185677,SpiceJet,SG-520,Chennai,Afternoon,one,Evening,Delhi,Economy,26.58,37,16826
185678,Indigo,6E-2752,Chennai,Evening,zero,Night,Delhi,Economy,2.75,37,18038
185679,Indigo,6E-796,Chennai,Night,zero,Late_Night,Delhi,Economy,2.83,38,2329
185680,Vistara,UK-834,Chennai,Evening,zero,Evening,Delhi,Economy,2.75,38,2744
185681,AirAsia,I5-1531,Chennai,Night,one,Late_Night,Delhi,Economy,5.33,38,2477
185682,AirAsia,I5-1229,Chennai,Evening,two_or_more,Late_Night,Delhi,Economy,8.5,38,2477
185683,AirAsia,I5-1228,Chennai,Morning,one,Evening,Delhi,Economy,8.58,38,2477
185684,AirAsia,I5-1229,Chennai,Evening,two_or_more,Late_Night,Delhi,Economy,9.25,38,2477
185685,AirAsia,I5-5205,Chennai,Afternoon,one,Late_Night,Delhi,Economy,9.83,38,2477
185686,AirAsia,I5-557,Chennai,Night,one,Morning,Delhi,Economy,10.25,38,2477
185687,AirAsia,I5-1229,Chennai,Evening,two_or_more,Late_Night,Delhi,Economy,11.25,38,2477
185688,AirAsia,I5-319,Chennai,Morning,one,Night,Delhi,Economy,11.67,38,2477
185689,AirAsia,I5-5205,Chennai,Afternoon,one,Late_Night,Delhi,Economy,11.83,38,2477
185690,AirAsia,I5-517,Chennai,Morning,two_or_more,Night,Delhi,Economy,13.5,38,2477
185691,AirAsia,I5-319,Chennai,Morning,one,Late_Night,Delhi,Economy,15.17,38,2477
185692,AirAsia,I5-517,Chennai,Morning,two_or_more,Late_Night,Delhi,Economy,16,38,2477
185693,AirAsia,I5-517,Chennai,Morning,two_or_more,Late_Night,Delhi,Economy,17,38,2477
185694,AirAsia,I5-2461,Chennai,Evening,one,Morning,Delhi,Economy,17.83,38,2477
185695,SpiceJet,SG-8104,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.67,38,2568
185696,SpiceJet,SG-8108,Chennai,Night,zero,Late_Night,Delhi,Economy,2.75,38,2568
185697,Vistara,UK-836,Chennai,Morning,zero,Afternoon,Delhi,Economy,2.75,38,3062
