,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
163853,GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,10.83,38,4165
163854,GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83,38,4165
163855,GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Early_Morning,Mumbai,Economy,12.75,38,4165
163856,Air_India,AI-9893,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.58,38,4285
163857,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,38,4363
163858,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.5,38,4363
163859,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.08,38,4363
163860,Vistara,UK-870,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,11.33,38,4751
163861,Vistara,UK-890,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,14.25,38,4751
163862,AirAsia,I5-972,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,8.17,38,4449
163863,AirAsia,I5-1517,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,10.25,38,4449
163864,Vistara,UK-890,Hyderabad,Evening,one,Night,Mumbai,Economy,5.17,38,4961
163865,Vistara,UK-890,Hyderabad,Evening,one,Night,Mumbai,Economy,6.17,38,4961
163866,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,9.42,38,4961
163867,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,10.42,38,4961
163868,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,12.5,38,4961
163869,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,13.5,38,4961
163870,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,16,38,4961
163871,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,17,38,4961
163872,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,5.75,38,4975
163873,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,6.17,38,4975
163874,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,7.17,38,4975
163875,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.17,38,4975
163876,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,9.67,38,4975
163877,Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Economy,15,38,4975
163878,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Economy,16,38,4975
163879,Air_India,AI-542,Hyderabad,Afternoon,one,Afternoon,Mumbai,Economy,23.67,38,4664
163880,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,13.5,38,4678
163881,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.75,38,4678
163882,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.67,38,4678
163883,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,10.25,38,4783
163884,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,12.25,38,4783
163885,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,13.33,38,4783
163886,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,14.42,38,4783
163887,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Mumbai,Economy,16,38,4783
163888,Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,16.83,38,4783
163889,Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,17.92,38,4783
163890,Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,19,38,4783
163891,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.58,38,4783
163892,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,7.33,38,5185
163893,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.58,38,5185
163894,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.83,38,5185
163895,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.67,38,5185
163896,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.17,38,5185
163897,Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,5.67,38,5375
163898,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.83,38,5375
163899,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.75,38,5375
163900,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,10.92,38,5375
163901,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.25,38,5375
163902,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.42,38,5375
163903,Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Economy,14.58,38,5375
163904,Air_India,AI-541,Hyderabad,Evening,one,Night,Mumbai,Economy,5.92,38,5098
163905,Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.67,38,5098
163906,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,9.92,38,5098
163907,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,10.83,38,5098
163908,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,6.67,38,5585
163909,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,9.75,38,5585
